ID,RA,DEC,J,JK,survey
08500549+1133179,132.522882,11.554999,16.743,0.7129999999999974,2MASS
08500901+1133261,132.537583,11.557261,13.099,0.3019999999999996,2MASS
08501339+1132120,132.555812,11.536683,16.648,1.0380000000000005,2MASS
08501016+1133146,132.54234499999998,11.554057,16.845,0.7139999999999986,2MASS
08501905+1132178,132.579386,11.538292,14.595999999999998,0.7179999999999982,2MASS
08502147+1131393,132.589469,11.527592,15.317,0.4179999999999993,2MASS
08502125+1132507,132.588558,11.547432,15.621,0.6749999999999989,2MASS
08502034+1132344,132.584776,11.542915,15.241,0.6319999999999979,2MASS
08502975+1130126,132.623992,11.503514,15.706,0.8569999999999993,2MASS
08502866+1130115,132.619448,11.503218,13.321,0.3179999999999996,2MASS
08502494+1130242,132.60392,11.506724,15.39,0.463000000000001,2MASS
08501761+1130411,132.57341,11.511442,15.507,0.8699999999999992,2MASS
08502274+1132365,132.594772,11.543486,16.769000000000002,1.3000000000000007,2MASS
08502683+1133427,132.611806,11.561872,13.605,0.8399999999999999,2MASS
08502009+1131489,132.58373899999998,11.530254,15.589,0.4570000000000008,2MASS
08502008+1130176,132.583705,11.504907,14.487,0.8910000000000018,2MASS
08503437+1131502,132.643239,11.530637,15.17,0.8870000000000005,2MASS
08503904+1130072,132.66269599999998,11.502013,14.584,0.6680000000000028,2MASS
08503593+1132000,132.649721,11.533347,17.000999999999998,1.2559999999999985,2MASS
08503264+1133190,132.636015,11.555283,15.762,0.7670000000000012,2MASS
08503611+1133238,132.650463,11.556616,15.417,0.8140000000000001,2MASS
08504422+1130562,132.68426000000002,11.515618,13.572,0.4930000000000003,2MASS
08503315+1133122,132.638149,11.553403,16.83,1.001999999999999,2MASS
08503978+1130184,132.665761,11.505126,14.736,0.8589999999999982,2MASS
08503221+1131487,132.63421,11.530198,13.712,0.6460000000000008,2MASS
08503192+1131505,132.633028,11.530704,15.469,0.7520000000000007,2MASS
08504010+1133156,132.667085,11.554352,16.657,1.1319999999999997,2MASS
08503184+1130076,132.632697,11.50212,14.065,0.4390000000000001,2MASS
08504195+1133263,132.674803,11.557317,15.364,0.8110000000000017,2MASS
08505441+1130458,132.726725,11.512747,15.808,0.8889999999999993,2MASS
08505522+1131145,132.730097,11.520716,13.009,0.36600000000000144,2MASS
08504804+1131463,132.700188,11.529555,16.025,0.36299999999999777,2MASS
08505915+1133054,132.746489,11.55152,13.445,0.5199999999999996,2MASS
08504786+1132214,132.699448,11.539302,16.902,1.232000000000001,2MASS
08505643+1131251,132.735132,11.52364,15.970999999999998,0.19599999999999795,2MASS
08504536+1131095,132.689008,11.51933,16.41,0.8209999999999997,2MASS
08504554+1131418,132.68975,11.528305,15.509,0.9080000000000013,2MASS
08505907+1133173,132.746166,11.554831,15.84,0.423,2MASS
08504745+1133370,132.69771200000002,11.560291,17.098,1.5619999999999994,2MASS
08505306+1131201,132.721099,11.522261,12.251,0.3279999999999994,2MASS
08505983+1130493,132.749296,11.513719,12.374,0.8410000000000011,2MASS
08504666+1133166,132.694438,11.554616,16.236,1.2410000000000014,2MASS
08504907+1132465,132.70446299999998,11.546269,13.69,0.6340000000000003,2MASS
08504875+1131557,132.703131,11.532139,16.539,0.926000000000002,2MASS
08505104+1133112,132.71266799999998,11.553125,12.611,0.6059999999999981,2MASS
08511079+1130514,132.794981,11.514291,16.722,0.9400000000000012,2MASS
08510331+1133120,132.763827,11.553339,15.382,0.7529999999999983,2MASS
08511476+1130088,132.81152,11.50246,10.354,0.5120000000000005,2MASS
08510930+1133330,132.788753,11.559183,13.525,0.3670000000000009,2MASS
08511405+1133306,132.808546,11.558501,12.274,0.333000000000002,2MASS
08510811+1131391,132.783794,11.527551,14.985,0.6329999999999991,2MASS
08511433+1131259,132.809724,11.523882,16.102,0.9580000000000002,2MASS
08510252+1131201,132.760527,11.522262,14.427,0.6020000000000003,2MASS
08511324+1132250,132.805199,11.540296,15.113,0.9169999999999998,2MASS
08510895+1132186,132.78731000000002,11.538509,16.645,0.9179999999999992,2MASS
08510853+1133028,132.78557800000002,11.550784,15.859000000000002,0.6140000000000025,2MASS
08510219+1130349,132.75913799999998,11.509701,15.586,1.0319999999999985,2MASS
08510924+1130384,132.78851799999998,11.510686,14.140999999999998,0.6619999999999973,2MASS
08510294+1133254,132.762257,11.557073,14.245,0.5629999999999988,2MASS
08511156+1130500,132.798204,11.513902,12.341,0.4159999999999986,2MASS
08511738+1130314,132.82245,11.508735,16.697,1.1479999999999981,2MASS
08511718+1131543,132.82159099999998,11.531751,16.67,1.5310000000000006,2MASS
08512149+1133073,132.839554,11.552041,13.834,0.6500000000000004,2MASS
08512593+1133001,132.858073,11.550029,11.635,0.3349999999999991,2MASS
08512484+1131429,132.85353999999998,11.528596,12.932,0.3149999999999995,2MASS
08511907+1130170,132.829491,11.504723,13.069,0.4680000000000018,2MASS
08511755+1131479,132.823159,11.529982,13.962,0.6979999999999986,2MASS
08511783+1131188,132.82429299999998,11.52191,16.597,1.2330000000000003,2MASS
08512067+1131282,132.836145,11.524511,12.967,0.3840000000000003,2MASS
08511931+1132340,132.830487,11.542798,12.758,0.3049999999999997,2MASS
08514246+1131597,132.926937,11.533259,16.639,1.1359999999999992,2MASS
08513485+1131066,132.89521100000002,11.51851,13.05,0.3100000000000005,2MASS
08513644+1130033,132.901865,11.50092,16.739,1.181000000000001,2MASS
08513561+1131472,132.89840800000002,11.529796,13.64,0.4920000000000009,2MASS
08514236+1132069,132.926515,11.535276,12.174,0.3720000000000017,2MASS
08513805+1132496,132.908557,11.547116,16.545,0.8080000000000016,2MASS
08513224+1131333,132.884338,11.525942,16.412,1.2329999999999988,2MASS
08513352+1133088,132.889702,11.552461,14.939,0.8460000000000001,2MASS
08515264+1130468,132.969348,11.513025,12.649,0.2870000000000008,2MASS
08515853+1133295,132.993892,11.558197,16.697,0.8349999999999991,2MASS
08515383+1131072,132.974325,11.51868,12.059,0.5869999999999997,2MASS
08515640+1131509,132.98503,11.53083,12.07,0.3879999999999999,2MASS
08514880+1131013,132.95336899999998,11.517039,14.261,0.3879999999999999,2MASS
08515940+1133103,132.997525,11.552873,16.397000000000002,0.6330000000000009,2MASS
08515254+1132350,132.968932,11.543078,16.561,1.0090000000000003,2MASS
08515082+1130118,132.96176,11.503299,14.073,0.4889999999999989,2MASS
08515246+1131506,132.968595,11.530734,14.497,0.782,2MASS
08515031+1133077,132.959652,11.552158,16.766,1.458999999999998,2MASS
08514799+1133173,132.949995,11.554826,14.084,-1.211999999999998,2MASS
08514900+1130268,132.954192,11.507459,16.124000000000002,0.9840000000000018,2MASS
08514957+1131574,132.956555,11.532633,14.173,0.5600000000000005,2MASS
08514765+1130440,132.948583,11.512248,16.519000000000002,0.9140000000000016,2MASS
08514992+1133184,132.958022,11.555125,11.632,0.31299999999999883,2MASS
08514843+1133157,132.951824,11.554362,10.239,0.5879999999999992,2MASS
08515135+1131052,132.963986,11.518118,15.855,0.9900000000000002,2MASS
08515177+1130003,132.965731,11.500101,12.65,0.3330000000000002,2MASS
08515052+1130431,132.9605,11.511977,16.002,0.4649999999999981,2MASS
08520768+1133132,133.032038,11.553692,16.974,1.0259999999999998,2MASS
08520166+1133228,133.006954,11.55634,16.602,1.086000000000002,2MASS
08521473+1131073,133.06141200000002,11.51871,11.787,0.3260000000000023,2MASS
08520566+1131408,133.0236,11.528008,15.397,0.8690000000000015,2MASS
08521190+1133351,133.049624,11.559777,16.826,0.3460000000000001,2MASS
08520877+1131160,133.036544,11.521119,16.819000000000006,1.1220000000000017,2MASS
08520581+1133178,133.02424299999998,11.554966,16.051,0.8829999999999991,2MASS
08521097+1131491,133.045721,11.53032,8.921,0.6689999999999987,APOGEE
08520802+1130118,133.033446,11.503301,16.401,0.8109999999999999,2MASS
08521004+1130302,133.041848,11.508399,14.604,0.3840000000000003,2MASS
08521626+1131037,133.06778799999998,11.517701,15.939,0.4749999999999997,2MASS
08522559+1132125,133.106647,11.536812,16.979,0.9379999999999988,2MASS
08521745+1130411,133.072726,11.511436,12.952,0.4710000000000001,2MASS
08521880+1132203,133.07836899999998,11.538983,16.296,0.6579999999999995,2MASS
08522301+1131526,133.095898,11.531285,14.814,0.7620000000000005,2MASS
08522628+1130390,133.109521,11.510844,16.462,0.8640000000000008,2MASS
08522709+1130066,133.112905,11.501841,15.896,0.738999999999999,2MASS
08522272+1132294,133.094701,11.541521,16.559,1.3160000000000007,2MASS
08522052+1132028,133.085527,11.534126,14.592,0.8010000000000019,2MASS
08523086+1131209,133.1286,11.522494,16.436,0.7480000000000011,2MASS
08523024+1133418,133.12600600000002,11.561633,15.23,0.6209999999999987,2MASS
08495816+1134014,132.492349,11.567063,16.415,0.6049999999999986,2MASS
08495456+1134312,132.477337,11.575354,16.47,0.5069999999999997,2MASS
08495389+1134450,132.47457,11.579193,14.589,0.4880000000000013,2MASS
08494783+1136270,132.449329,11.607522,15.092,0.7090000000000014,2MASS
08495997+1134362,132.499878,11.576745,15.249,0.7710000000000008,2MASS
08495701+1133543,132.48754499999998,11.565111,13.836,0.461999999999998,2MASS
08495689+1134493,132.487068,11.58037,15.901,1.4769999999999983,2MASS
08495298+1134469,132.470767,11.579708,16.599,1.4440000000000008,2MASS
08495424+1134075,132.47603700000002,11.568752,16.2,0.4870000000000001,2MASS
08494999+1135258,132.4583,11.590514,9.557,0.29300000000000104,2MASS
08495824+1137126,132.492672,11.620172,13.986,0.3579999999999988,2MASS
08495818+1136466,132.492433,11.61295,12.517,0.4040000000000017,2MASS
08501321+1133507,132.555081,11.564108,15.418,0.7589999999999986,2MASS
08500628+1134434,132.52619099999998,11.578731,16.094,0.8620000000000001,2MASS
08501063+1136085,132.544318,11.60237,15.233,0.3189999999999973,2MASS
08501447+1136101,132.56031000000002,11.60283,16.726,0.5309999999999988,2MASS
08501051+1136369,132.543825,11.610256,14.941,0.8569999999999975,2MASS
08501292+1136066,132.553834,11.601836,16.18,0.7199999999999989,2MASS
08500250+1135556,132.510445,11.598791,16.803,1.0130000000000017,2MASS
08500930+1135420,132.53878600000002,11.595008,15.055,0.7240000000000002,2MASS
08501329+1137211,132.55541599999998,11.622531,14.32,0.5800000000000001,2MASS
08502250+1134206,132.593753,11.572406,12.824000000000002,0.5080000000000027,2MASS
08502529+1135005,132.605403,11.583476,13.322,0.3370000000000015,2MASS
08502215+1133538,132.592329,11.564962,15.829,0.8380000000000011,2MASS
08502607+1133588,132.60863700000002,11.566351,16.434,0.6760000000000019,2MASS
08502736+1134431,132.614027,11.578649,14.944,0.8480000000000025,2MASS
08502749+1134208,132.614542,11.572469,15.845999999999998,0.9709999999999984,2MASS
08502028+1137106,132.584529,11.619616,14.648,0.8129999999999988,2MASS
08501947+1133582,132.58116,11.566177,16.442,0.6829999999999998,2MASS
08501596+1133583,132.566524,11.566207,13.755,0.8490000000000021,2MASS
08502963+1137058,132.623496,11.618283,16.594,1.6690000000000005,2MASS
08502300+1137181,132.59585,11.621697,13.702,0.4360000000000017,2MASS
08502048+1136404,132.58535,11.61123,15.31,0.3840000000000021,2MASS
08504198+1136525,132.674952,11.614598,11.41,0.4120000000000008,APOGEE
08504241+1136528,132.676733,11.61467,14.217,0.604000000000001,2MASS
08503611+1137059,132.650471,11.618321,14.424,0.604000000000001,2MASS
08503620+1136577,132.650847,11.616038,15.645,0.7979999999999983,2MASS
08504048+1137238,132.668702,11.623302,15.624,0.9269999999999996,2MASS
08504402+1136293,132.683455,11.608146,15.945,0.8320000000000007,2MASS
08503896+1134242,132.662372,11.573404,15.729,0.28200000000000003,2MASS
08504313+1134267,132.679709,11.574109,16.058,0.92,2MASS
08503479+1134284,132.644997,11.574575,14.505,0.604000000000001,2MASS
08504228+1134216,132.676202,11.572692,16.135,0.5920000000000023,2MASS
08503835+1135319,132.659819,11.592213,15.425,0.3740000000000023,2MASS
08504358+1135486,132.681618,11.596837,10.531,0.35499999999999865,2MASS
08503600+1134153,132.650001,11.570921,14.858,0.831999999999999,2MASS
08503379+1134213,132.640806,11.572607,12.603,0.3279999999999994,2MASS
08503252+1134571,132.635512,11.582544,16.15,0.4699999999999989,2MASS
08503296+1135066,132.637342,11.585188,16.93,1.0619999999999994,2MASS
08505616+1136363,132.734011,11.610107,16.482,0.9379999999999988,2MASS
08505092+1136174,132.712192,11.604839,16.257,0.9890000000000024,2MASS
08505465+1136407,132.727735,11.611324,15.81,0.8909999999999999,2MASS
08504964+1135089,132.706837,11.585821,9.41,0.6879999999999988,APOGEE
08505430+1136442,132.726255,11.612302,13.799,0.4480000000000022,2MASS
08505073+1135027,132.71140400000002,11.584111,11.851,0.3769999999999989,2MASS
08505567+1135354,132.731991,11.593177,12.294,0.3349999999999991,2MASS
08505387+1135428,132.724496,11.595227,15.325,0.7109999999999985,2MASS
08505476+1135188,132.728173,11.588574,14.856,0.7439999999999998,2MASS
08505297+1134161,132.72073500000002,11.571166,14.894,0.3710000000000005,2MASS
08505748+1134574,132.739507,11.582618,13.888,0.6470000000000002,2MASS
08505786+1135148,132.741101,11.587445,12.921,0.3580000000000005,2MASS
08504511+1136023,132.68799199999998,11.600666,13.8,0.6770000000000014,APOGEE
08510714+1135486,132.779752,11.596844,13.023,0.3509999999999991,2MASS
08510558+1134430,132.77326000000002,11.578615,15.063,0.2029999999999994,2MASS
08510759+1134460,132.78163899999998,11.579455,16.499000000000002,0.9370000000000012,2MASS
08510730+1134028,132.780428,11.567452,15.542,0.6999999999999993,2MASS
08511129+1135019,132.797049,11.583862,16.157,0.5619999999999994,2MASS
08511372+1135110,132.807206,11.586404,13.639,0.7590000000000003,2MASS
08511269+1135568,132.802881,11.599129,15.357,0.9130000000000004,2MASS
08511083+1135053,132.795149,11.584832,14.745,0.4369999999999994,2MASS
08510429+1134265,132.76789399999998,11.574038,16.725,1.1610000000000014,2MASS
08511054+1133530,132.793924,11.564735,15.334,0.7110000000000021,2MASS
08510839+1135166,132.784978,11.587962,16.57,-0.6440000000000019,2MASS
08510463+1135239,132.769298,11.589974,16.458,0.6709999999999976,2MASS
08510781+1137248,132.782566,11.623579,15.744000000000002,0.9150000000000008,2MASS
08510263+1134469,132.760962,11.579712,12.674,0.6650000000000009,2MASS
08510707+1136013,132.779495,11.600375,15.647,0.9220000000000006,2MASS
08510992+1137269,132.791338,11.624155,14.453,0.8059999999999992,2MASS
08511305+1137007,132.804416,11.616879,16.649,1.2340000000000018,2MASS
08511358+1137054,132.806605,11.618171,14.257,0.5719999999999992,2MASS
08510743+1136535,132.78097,11.614863,12.355,0.2890000000000015,2MASS
08510334+1136134,132.763925,11.603745,16.081,1.0569999999999986,2MASS
08510249+1135327,132.760375,11.592423,16.855999999999998,0.7659999999999982,2MASS
08510208+1136058,132.758698,11.601617999999998,16.867,1.0840000000000014,2MASS
08510938+1137254,132.789094,11.623741,16.487000000000002,0.8280000000000012,2MASS
08510173+1135456,132.75722,11.596007,14.69,0.8579999999999988,2MASS
08510184+1134011,132.75770500000002,11.566982,12.627,0.506000000000002,2MASS
08510654+1135589,132.77727099999998,11.599711,13.343,0.4009999999999998,2MASS
08512690+1137088,132.862119,11.619131,15.788,1.0839999999999996,2MASS
08511621+1136574,132.817543,11.615954,16.14,1.1550000000000011,2MASS
08511938+1135307,132.83078600000002,11.591873,14.961,0.525999999999998,2MASS
08512139+1135037,132.839153,11.584369,16.472,0.9470000000000012,2MASS
